sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A2LJJ4482V9LAW	Best flavor, hands down of Popchips is barbeque!!	I bought a multi-box of flavors but this was the absolute best flavor (IMHO) in there so it's the one I'll comment on.  Spicy, sweet, flavorful, fun, crispy, lower fat than chips, I loved it.  I'll be buying more but only of this flavor.  The other flavors weren't so great (salt & pepper and cheddar aren't too bad) but this one rocked.	1	0
		A1I34N9LFOSCX7	Yum!	This soup cooks up quickly and is very yummy! I really like the flavor of the seasoning packet and the way the noodles cook up, nice texture. It is very satisfying to me. I'm a single gal who doesn't really cook & am often in a hurry for my next meal, and I find that this soup really hits the spot. Although it does tend to be more of a mid-afternoon snack/light lunch item for me. It will tide you over for a while until your next big meal, but i have to agree with the other reviewer that if you try to have just one of these for dinner you can expect to be hungry in a few hours.<br /><br />Personally I LOOOVE this soup that much more because I had to give up the ramen cup o' noodle and some other brands i had been eating because I developed an allergy to shellfish and mollusks.  It seems that often these instant noodle packets/bowls either have some type of seafood in the sauce or they are manufactured on equipment that also processes shellfish. This one does not contain any type of seafood like many of the other instant noodles do. Another plus for me is that it's not spicy. I'm kind of a wimp with spicy foods, plus i have GERD/reflux, so believe me if i can eat it is NOT spicy. Just tasty :)<br /><br />One thing that bugs me a little is that i feel guilty about the packaging since the plastic bowl is not recyclable (in my town they only take 1's and 2's which of course these microwave safe bowls are never made out of.) Oh well, can't have it all....	0	0
		A2M90V46GUJUV9	Great snack.	I have not met a teenager who does not like this product.  They are healthy and taste good.	0	0
		A2IFEAL3TLSB46	Great chocolate for cafe mochas	The difference between an average cafe mocha and a fabulous, smooth beverage to be savored, is in the quality of the chocolate. Mocha powders, ground chocolate and ordinary milk chocolate chips are no substitute.  Ghiradelli Barista Dark Chocolate Chips are the answer for intense flavor and pure, velvety chocolate. These Ghiradelli chips will turn your not-so-great, made-at-home mocha into a gourmet cafe.  Read more at mocha.[...]	5	0
		A198RST0Z36Z9E	I love this Machine!	This is the best coffee ever! I will never drink regular brewed again. I don't know how I lived without this coffee machine.Love It, Love it, Love it!	1	0
		A1AG2UQFIVKQQ2	DARE COOKIES, COCONUT	I see that Dare has decided to cut-down on the filling, the cookies tasted the same, but i like them the way there were.  This was my second order and I was truly disappointed.  I open my box to find broken cookies and cookies that has been in heat and the middle has melted.  The quality was very poor.  I don't know who I should contact for a refund for the broken and melted cookies.  Can you help with this?? If this is not rectified- i will not be ordering any more.  Anybody out there want a box of broken cookies???<br /><br />After making my review, I recieved an e-mail from Amazon, they agreed to refund the cost of my damaged cookies.  I was shocked to see a company with compassion and honesty for their customers....they truly strive to provide good quality customer service.  This is very rare these days, but it is good to know a company out there truly cares.<br /><br />Thank you,	0	1
		APGAA43E3WPN7	amazing chips	i rarely eat chips but i saw these and tried them. they are really amazing. i love cheddar too, but the chips are really thin and crunch and delicious flavor. i recommend them.	0	0
		AZ66W0PC0SRY1	Great snack	I love the portability and taste of this snack. I wish the caloric and sodium count was less, But the protein count is perfect.	0	1
		AQ7UJ4ZQRJN6R	Crystal Light Lemonade	I use the Crystal Light Lemonade mix  with Sugar free Tang (one tub ea) with a gallon of water and 4 Tbsp Sweet N Low to make an excellent sugar free orange drink. No other mix gives this excellent results.	2	0
		A2XS35V7G4UIIB	ms.	Certainly not worth the price. It's only advantage to using jars is it stacks. Good luck getting a response from the company if you need any information (which is seriously lacking with your purchase). Save your money, use jars.	9	1
		APYZ6Y3B3FO6	Nice Tins	I emptied the contents of the tins and used them for other tea. The tea seems to give me bad gas. I think the product could be old, but the date suggets it is still good.<br /><br />As for the taste, I would give the product 4/5 stars.<br /><br />People should give it a try since everybody has different opinions.	1	1
		A1PU4RV8JOE94Y	Booda Bone Dog Treats, 9 Pack	My dog loves Booda Bones.  They are a bit pricy so I only give him a couple a week as a special treat.  I'll continue buying them from Amazon for the best price.	2	0
		AMHSSWXL1JROO	Yogi and My Liver	"<a href=""http://www.amazon.com/gp/product/B0009F3SAK"">Yogi DeTox, Herbal Tea Supplement, 16-Count Tea Bags (Pack of 6)</a><br /><br />As part of my cancer surgery 2 sections of my liver were cut out.  Most people think of detox tea as colon cleanse.  I was ecstatic when my wife discovered YOGI De Tox Herbal Tea and found out it supports the liver and kidneys. Amazingly, I can actually feel the difference when I drink Yogi De Tox Herbal Tea and am happy to give it a 5 star rating."	5	0
		A3KJ6JZ8MWERPG	Big Disappointment	I love Cherrybrook Kitchen and have tried almost all of their products.  I was excited to try the Ready to Spread frosting, as I do not usually keep the needed ingredients on hand for their box frosting.  I am not a picky eater, especially if the item contains sugar... but this was horrible!  The consistency is absolutely nothing like regular canned frosting.  It is not light and fluffy.  It is very gooey.  I cannot even imagine trying to spread it on a cake - it would rip it to pieces because it is so thick and gooey.  I did not even try it on a cake, because the taste and texture were so off-putting.  Seriously, do not waste your money!	1	0
		A3OKQ837L7G1LC	Great for dessert!	I love this fennel seeds, they are the perfect combination between spicy and sweet, besides they help with digestion, so a really good thing to have handy instead of other sweets!	0	0
		A3FVKI0UH9DO2A	Occupies my dog for hours!	My 5-month-old Black Lab/Boston Terrier mix is a very curious puppy. We have been looking for toys that are interactive, as well as durable. This keeps her occupied for at least an hour (sometimes more), and after a week it doesn't show any signs of wear. We do give this only under supervision, as she has been known to destroy other rope toys :) This is one of our favorite purchases for our dog, and it's just as good as the Kong Wobbler!	1	0
		A2CE6Z4DX4K6DG	Chalky Chocolate Truffle	I purchased the product for a Christmas gift and assumed that coming from Bellagio it would be perfect.  The person I gave it to tried one packet and gave the rest away.  She said it smelled great but tasted chalky and wouldn't drink any more of it.	1	0
		A2RURE29UAL9FW	Be careful of the tomatoes	Our 15mo old daughter has really liked most of the other Happy Baby foods (she LOVES the Gobble-Gobble & Mango-Spinach-Pear).  However, this one makes her throw up EVERY time!  She is not allergic to anything in the ingredients - I can only guess that the high tomato content is just too acidic for her tummy.	5	0
		A3G8C334EDZPP7	Great for Diabetic Dog	These Dried Dog Treats are great.  My dog was diagnoised with diabetes and these are a low fat treat for him and he loves them.	0	0
		A3116ITCY40DC6	This will most likely cause Cancer years from now but.......	That doesn't stop the majority of us from drinking this though. Yet I write this drinking one, so I can stay up the rest of the night to write a 8-10 page research paper for my University, so what can I say? Yet as an athlete and the brother of a diabetic, I can truly say that these Monster Energy drinks are horrible for you. However, they are an addiction. Some smoke others gamble but I choose to drink Monster. It is the only energy drink I enjoy and I will most likely keep it that way.	0	1
		A3OXHLG6DIBRW8	Very Smooth Coffee - Highly Recommended	"Green Mountain ""Nantucket Blend"" K-Cups make a very good cup of coffee in my <a href=""http://www.amazon.com/gp/product/B000AQPMHA"">Keurig B-40 B40 Elite Gourmet Single-Cup Home-Brewing System</a>. This is a very smooth tasting brew that my wife prefers over the <a href=""http://www.amazon.com/gp/product/B0029XDZIK"">Coffee People, Donut Shop K-Cups for Keurig Brewers (Pack of 50) [Amazon Frustration-Free Packaging</a>] I generally drink in the morning.<br /><br />These are good on both ""Small"" and ""Large"" cup settings as well.<br /><br />Highly Recommended!<br /><br />CFH"	1	0
		A45WV0Q16PKU	Satisifed customer	The product arrived on time and is delicious. Thanks very much. The price was very fair. What else needs to be said?	0	0
		A1G78GAMWL1AOL	Great--for two days	My puppy is under 40 pounds, and loved this toy.  He chewed the rope apart in one day.  Well, I unscrewed the bottom and inserted a golf ball.  It did the job of the rope and made it tough to shake out the treats.  Kept the pup occupied for two hours.  Then he figured out that tossing the bottle would shake loose the treats.  the plastic bottle cracked in minutes.<br /><br />This would be an excellent toy if the plastic was tougher.  the design is great, especially with the ball addition.	0	1
		A2WRELHS3EUG1G	Great size, great product, and great price. .	This is a must have in my home.  I use olive oil for everything, my skin, hair, cooking, taking off makeup. This is great, quality organic, virgin olive oil and I'm in heaven!	0	0
		A28TJZ9VPMMUNZ	Good, rich flavor	I had been buying Trader Joe's Grade B for about the same price.  TJ is kind of a drive so I used the prime and this is far superior.  Used Alton Brown's recipe for buttermilk pancakes from scratch, added blueberries and this syrup capped off a great breakfast.	1	0
		A3EUSH8DPW75LR	Great coffee when the price is right	I love my coffee and have tried all the name brands as well as some generic.  I always come back to Folgers Classic Roast.  It is the perfect medium blend and the taste is rich, suberb and totally satisfying.  Great for the morning pick me up or any other time of day.  But coffee is getting expensive.  The large containers of all brands used to come in 39 oz sizes.  Then they went down to 33 ounces for the same price.  Now many are going down to this new 22 ounce size.  I am amazed in the stores at the high price of coffee now.  This Folgers coffee here on Amazon is an amazing deal for price and quality of coffee when you use subscribe and save.  You get three canisters, a total of 66 ounces, for $19.49.  It comes out even cheaper to what two 33 ounce used to cost in the store.  And my local store just had this 22 ounce size on sale for $8.99. For 3 that's $8 more than this great Amazon deal.<br /><br />This review is definitely about the superb Folgers coffee though.  I must add that I also find the 22 ounce size very user friendly for the coffee stays fresh longer due to the smaller size.  Same amount of coffee in 3 canisters rather than 2 for the same price.  But as always there are some sellers on here trying to rip the buyer off when Amazon is out of stock.  No coffee is worth the ridiculous prices some will charge.  $47 for this?  Be real.  Just be certain to purchase it from the ever reliable Amazon themselves and you will be getting the best coffee out there at an unbeatable price.  Love Folgers and Amazon.	11	0
		A381ASYWITO01W	horrible	I am the biggest fan of mushrooms you'll ever meet, but these are really disgusting. They taste like dirt. I have to imagine better quality truffles (if these are even truffles at all) are muuuuch better. They'd have to be. There'd be no comparison. These are really bad.	3	1
		APXQHFTTYERDE	Yum	Great snack on the go.  It tastes like a real treat, even though it seems fairly healthy.  Tasted fresh and wholesome, but also indulgent. I would buy this regardless of its attention to allergy sensitivity.	0	0
		A27T4H7MVGYA4H	Tasty alternative to peanut butter	My doctor suggested I switch from peanut butter to almond butter since I eat so much of it and it is healthier. I spread it on apples, bananas and even my pancakes! Good stuff!	1	2
		ACAB0Z93DRYZY	great!	My dog loves this food, and it lives up to all the others comments and high ratings.  Our vet gave us a list of foods that are highly recommended based on nutritional value and this was one of them.	0	0
		A2F4XY8FHYKXZV	Buddy Biscuits	My dog really likes these treats.  I don't like to buy run of the mill treats that are loaded with fat and fillers.  I'll continue to buy these.	0	0
		A1OCZE511V11O4	Great natural coconut water! Taste great!!	This is a great hydrating product, that's 100% natural. You can find it cheaper at Vitacost, with free s/h over $49. Just a FYI.	0	0
		A1F9H5CDPFMPBO	Yum!	I don't know what everyone's talking about.  I love this stuff!  Maybe what everyone's missing is the chemicals that are in most commercial condiments.	0	0
		A1XM65S80UQ2MD	Great Natural Energy	This is a fantastic product, and I wish it was readily available in most stores. It's taste is not the greatest, but it's a 2.5 oz. shot, and it's gone in a second. It tastes, more or less, like a concentrated sweet tea. For the record, I've had 5 hour energy, and that tastes FAR worse. I will put up the taste for the results. It's got 150mg of caffeine, which is the equivalent of the big red bulls and monsters. I can't stand sucralose and sugar substitutes, and this is one of the only shot sized energy drinks that has only sugar in it. The sugar is at 9g, which isn't horrible. I used to drink 4 16oz. Red Bulls a day for the caffeine, and this gives me far better energy, and is much more subtle. My preference is black coffee, but I can't drink 8-12 cups a day anymore. Overall, Steaz does it right; real organic ingredients in moderate amounts, and they create big results.	13	0
		A1BAE6217W78NS	Bought it for kids and wife	They said the salt and vinegar were horrible! Blecht! Couldn't get the awful taste out of their mouth. Now i'm stuck with this box of popchips! lol.	0	2
		A314F4EDRCHUJK	Just Glorious!	Wonderful product!  Thank goodness Amazon has this as it is hard to find in my area.  A little goes a long way.	0	0
		A3O9H969Z41NHC	simply awesome.	pure and organic. no salt, no sugar, no poison :)  what more can you ask for?  i keep mine in the fridge and it stays soft and easily spoonable.  i use it in my banana cacao smoothies and it tastes good.  warning: not as good as peanut butter for THIS recipe, but it's better for you so i can accept the difference in taste. i admit, peanutbutter and chocholate is a better combo... and change is never easy... but what's your health worth to you?  this is all im buying from now on.	0	0
		A3R6PI47EF3F83	munch and be healthy	Usually, healthy food is hard to swallow. Not these, fresh, crunchy, delicious pumpkin seeds. I switched from potato chips and my wife tells me they are good for the prostate. What do I know? I'm taking her word for it.	15	1
		A3NN3VV31VGXRC	Wolfgang Puck Hawaiian Hazelnut K-Cup Coffee	Wolfgang Puck Hawaiian Hazelnut Coffee for Keurig brewer.  Good medium strength coffee with Hazelnut flavor. Full-body, enjoyable anytime of the day. I really like this coffee.	0	0
		A3NXBP212KFH5X	Like Spice? Get these	These are the best spicy chips I have ever had the pleasure of eating.  They start off sweet, then as you eat more the spice builds up.  They are fantastic.  If you don't want to commit to a whole case, pick up a bag at your local Whole Foods first, then stock up here when you realize how amazing they are.  Got my case right here, and loving every bite.  On a side note, this brand (Kettle Brand) has many delicious varieties- this is just my personal favorite.  I also highly recommend: Backyard BBQ, Honey Dijon, Sweet Onion, Buffalo Bleu, Salt and Pepper and Death Valley Chipotle.  Lays aint got nothin on Kettle Brand!!!	1	0
		A1Y4NQ8TL8DY0N	Not exactly what I expected	"The cake arrived askew (smooshed, like a smiley) more due to the internal packaging -- it looks like it should have been vacuum sealed.<br /><br />Overall the taste wasn't what I expected - it was kinda yucky/pasty.  The ingredients show corn syrup, which is not suitable for a rum cake glaze.  The taste is likely due to use of a starch.  It's not ""terrible"" per se, but I doubt I'd buy another.<br /><br />I think they can improve the recipe quite a bit."	1	1
		A3N94EX7EQNWWN	Perfect for me!	Fresh potatoes go bad on me, since i live alone, so these Libby's canned potatoes are perfect for me.  I fry them with my eggs, add them to my Chili, use them to make Au gratin potatoes or bake them with a bit of margarine in the microwave to have with my dinner.	1	0
		A1L8DNQYY69L2Z	Terrific Treats	This is a great treat which all three of my dogs absolutely love!  I am now ordering it regularly and the price is great.	0	0
		A3JRITZINS9BGU	better than prescription!	I've been using this formula for the past year or so.  My Labrador Retriever used to have skin problems and yeast infections all the time, and I tried this because it has none of the regular irritants.  Definitely worth the money!	0	0
		A192MYQGUNDT4A	Verdergetbetterpackageing	Now you think for 60 cents an oz. the company could get better packaging.....BUT NOOOO....one bag burst in box and was all over the bottom of box...when I saw this mess...I yell...OH NUTS...there goes $6......It just drove me nuts to see that. All that weeping and whaling...made me go...you guessed it....kookoo...	1	0
		A1G0FCAT4M4UBA	Excellent deal,Very affordable price	Since I have three dogs buying treats can get very spendy. I am so glad that I shop at Amazon.com they offer such great deals for me as wells for my little four legged kids. Truthfully I have to say that I have been extremely satisfied with all of my purchases . I am grateful that Amazon offers such wonderful deals Thank you	0	0
		A29JUMRL1US6YP	Great Low Calorie Training Treats	"Charlee Bears are small and low calorie, so you can use them en masse for training.  We use them both for standard training (sit, stay, drop it, leave it) and behavioral training (no bark).  They're not stinky or messy, so you can put them in your pocket, purse, or car without worry.  We keep a small bag in the car for travel to reinforce when our puppy doesn't bark at people walking by, one by the door to reinforce when she goes to the bathroom outside, and a bunch of treats in a treat bag for travel.<br /><br />The one downside to these is that because they're not as stinky, it can be harder to use them to get your dog's attention if he or she is distracted, like at the dog park or if you have a bunch of visitors.  Our trick to get around this is that we put some stinky treats in the treat bag with these, and they'll take on some of the scent (We use <a href=""http://www.amazon.com/gp/product/B0002DGRSY"">Pro-Treat Beef Liver, Freeze Dried Dog Treats, 21 Ounce</a>).<br /><br />Our dog loves all flavors."	0	1
		A666QET48NULX	Very tasty tea	When I bought this I didn't think it would be so tasty. This tea has a very flavorful, sweet, natural taste. I am a big tea drinker and always hunt for a new taste and this is definitely at the top of my list.	0	0
		A18GDKNYA7720F	Beware.... sudden change in product	We have been ordering these chicken jerky treats for a long time with Amazon subscribe and save. My Boston Terriers really love them and get very excited to get their treat every morning. When I opened a bag from my most recent shipment, my dogs refused to take the treat from my hand. They took one sniff and backed away. My son's Lab got very sick from chicken jerky made in China and his vet told him to only buy treats made in the U.S.and I'm going to follow that advice.	17	1
		A22APGMHINBQ25	The only tea for iced tea!	I grew up drinking Lipton loose leaf tea and didn't even realize there was any other for iced tea until I grew up and left home. It's still the best! I almost panicked when the stores quit carrying it and was so relieved to find it here. I hope Amazon reads these reviews and realizes that we *need* them to keep carrying it! And that Lipton keeps on making it. Everyone likes my iced tea and says so and that's because this is the only tea I use.	1	0
		A1CBTI7MJP07U9	Our favorite!	We get this on a regular monthly shipment and enjoy a decent discount. Coffee has gone up some , but we love this and Amazon has the best deal ! Wish Costco or Sam's would carry it like some others as their deals are the best!	0	0
		A3RSG2ULMEW2TS	EXCELLENT ITEM AND SERVICE	Reveived my item fast! It was exactly what I ordered in excellent shape with safe shipping - i will came back and shop here again.  Thanks	0	0
		A39ZMQO5K0BG6U	K Cups are Reasonably Adequate	For product to work properly (IMHO) you need coffee ground as fine as possible. Once filter has been inserted, plave carefully leveled measure of coffee in it. Manuever lid into place, then press down on center-STEADILY- w/ thumb.<br /><br />Plan to use no more than 6 Oz. of water for your cup.<br /><br />Removal of used cup from machine is occasional problem. (Jiggle it and it will generally loosen up.)	1	1
		A1E0NXRTGYDN45	Good tea	Mild taste. Just add some honey and it's just like any other mild tea you would buy. Supposed to be great for allergies and Stomach bloat after drinking/eating poorly, noticed it does calm my stomach down and aid in flattening the post drinking bloat. Worth it! Try to drink a cup before bed each night! Caffeine free!	0	0
		A2HTJL1QGU8H61	Best flavor available!	If you like your Keurig you need to try this K-cup.  Smooth taste with just a slight hint of flavor.  Not overwhelming like some brands.  My new favorite.	0	0
		A11AMVQE223EMV	"""Doesn't Taste Like Store-Bought"""	"Store-bought jerky tends to be an excellent source of jaw exercise, but this jerky reminds me much more of the products available at our local farmer's markets.  Excellent flavor (purchased the hickory, trying original next), and an awesome price for such large qauntity.  It's nice to see actual texture and strip size variations, vs. the new ""pressed square beef-like product"" now being sold as jerky in many bags.<br /><br />My fiance mentioned upon trying her first piece that it doesn't taste like store-bought.  I recommend this if you're a jerky fanatic struggling to find a good price/quality ratio!"	1	1
		A79XDKI3P4VN9	The Cat's Meow	All four of my cats loved this canned cat food!  The food in each can really looked and smelled as if a human being could eat the food.<br /><br />The seasame chicken entree and chicken pot pie entree were both very popular with my cats.  Neither flavor smelled bad.  The chicken pot pie entree was kind of runny, but my cats really enjoyed lapping up the juice.  I've feed my cats a few cans of each flavor, and none of them have got the diarrhea from the food.  Their stomachs seem to tolerate the food quite well.  I've had probelms in the past with canned cat food causing stomach and other digestive problems for my cats.<br /><br />According to the can's list of ingredients, all the ingredients are natural - no by-products are used.  While the food is not organic, at least the food doesn't use by-products.  No wheat gluten is used either.<br />I went to the company's website and found that the company uses only dolphin safe tuna and does not use any child labor.  None of the ingredients come from China, which has a horrible record on food safety.  The cat food is made in  Thailand, but as far as I know, Thailand does not have a poor record of food safety, and Thai people do love their pet cats, I sure Thai pet owners would not want to harm their cats with poor quality pet food.  I personally see nothing to fear from Thai cat food.<br /><br />I think I will be ordering more Petite Cusine in the future and would not hestitate recommending this food to my cat loving friends.	1	0
		A3EE1SIIZOFL3T	Beef Sticks	"These tasted so good; i thought i was in beef stick heaven.<a href=""http://www.amazon.com/gp/product/B000RFS57I"">Jack Link's Beef Stick, Original, 36-Count Bag (Pack of 2)</a>"	0	0
		AY2LJF7RHPGD	Get what you pay for.	Ordered 2 both had bent tracks and I actually cut my finger on one of the wires sticking out. But you get what you pay for....	0	0
		A17NZ98827I4ZU	coffee flavors	"This product is very good if you like ""flavor"" in your coffee.  Package is very small - easy to carry with you, so, always available."	1	0
		A10VNJZBEE9H7B	Great value on java	"Green Mountain coffee is very good and this was the best value I've seen anywhere.  I love the smooth flavor and richness of this coffee.<br /><br /> New Customers<br /><br />When you open an account, you'll gain access to a full range of benefits including:<br />View order history and previously purchased items<br />Store your shipping & billing address for fast and easy checkout<br />To get started, click ""Create an Account"" and enter the information requested on the next page."	0	0
		AKTW2YROWFW4E	Great product buy it at Bed Bath & Beyond	I've been looking at this holder since I saw it at the at my office. Today I found it at BB&B for $24. It works great but too expensive at Amozon.	0	0
		ABLWZ5USFQSN7	Love this tea!	This is delicious tea; I've tried other brands of Hibiscus tea and to me this is the richest and most flavorful.  The others are weak by comparison. I've just ordered my third bag.	0	0
		A17CN7BFB8996W	These are to die for.	Product speaks for itself, AWESOME!!!!!!!!!! They came well packaged, and quickly,the cost very competitive, who could ask for more?	5	2
		A3ADANTR6G4LPB	Excellent service and product	"I ordered these fortune cookies as rewards for my students each time they passed a multiplication test (to go along with the theme ""Fortunately we know our math facts"").  The majority of the cookies arrived still in tact.  I understand that with shipping there are bound to be a few broken cookies.  I am very please with the product and the customer service.  I will definitely be ordering again in the future and will make sure I refer my family and friends to this business."	1	0
		AU5NR5QBB0BIP	Very flavorful albeit a light roast	This was my first experience with a kona blend and it was a very pleasant and tasteful coffee. It was sweet, with somewhat of floral undertones, with a wonderful aftertaste. All in all a very good coffee.<br /><br />One caveat for those who like full bodied and/or darker roasts: this comes accross to me as a light roast (although is labeled as a medium roast). To be honest it did take away from the experience a little for me as I prefer medium roasts, but I still give it a five star rating because of the quality of the flavor.	1	0
		AXBAI06TPXYUJ	Chocolate Belgian Waffles	The Chocolate Belgian Waffle mix was everything it was advertised as, we enjoyed the waffles, they light airy and not as sweet as one would expect, will buy this product again, there are no chips in the mix you may want to add a few white or dark chips if you have a sweet tooth.	0	0
		ARR2EMPJ2SFLK	The best kept secret - not really	I have been using Luzianne Cajun Seasonings for years.  I find it best on Beef and fish/seafood.  Like one of the other reviewers, I like the fineness and the blend of the seasoning.  The combination of the two gives it it's unique flavor.<br /><br />When I have friends and family over for steaks, they always say these are the best, what's your secret.  I first tell them it's an old family secret, but then I tell them about Luzianne.  I am not sure they are listning, because the next time over we have to go through the same conversation.  Oh well, more praise for me!<br /><br />Thanks Luzianne for all the pats on the back.	0	0
		A3RO8EWFXJSMLB	Excellent rub	Excellent rub for a good basic chicken.  Could have been more original, excellent, but not amazing.	0	0
		A1IDJJNXXN7ZOP	Yum!	Yum,Yum!  Tried this product based upon the many positive reviews here; it creates a wonderful, delicious, moist, somewhat dense chewy loaf of bread in my machine.  Much, much better than store bought GF loaves that we've tried.  Satified even kids with sensory issues!  Am purchasing another case today!  Pancake mix wonderful, too!	0	0
		A2TRQJOOXP89J2	Just like peanut butter	I love the product I use it over my Frozen Yocurt for a lower cal. desert.  Also have made chocolate candie with no cal. with some and cocoa  Very Yummy	0	0
		AEWHYOUC0DOR9	Bile juice	This is the very worse BBQ suace I have ever tasted and bought. I saw the man v Food  show which featured the stomach bile tasting thin sauce and then bought it ...wow  Texas really doesn't know BBQ sauce.	0	9
		A3GMVCTJTHYG1F	Delicious and easy to prepare!	My son loves Maple Brown Sugar Cream of Wheat so when I was offered to try the Quaker Maple Brown Sugar Oatmeal I jumped at the chance to offer him something different.  It was a huge hit!  It was super easy to prepare.  I put the oatmeal in a bowl with 2/3 cup of milk (he won't drink milk so this is one of the only ways we get it into him) and put it in the microwave for one minute and he ate it up almost as quick as it was made!<br /><br />Great price for this box of instant oatmeal too - if you do the subscribe and save you can save even more and cancel or change your shipment at anytime!	0	0
		AG7QPDO7GNT5B	Taste good but gave me gas =(	These little taffy's are expensive. I think I paid around $11 for the pound. They taste good, but man do they give me gas. After eating about 3 my stomach would be rumbling for a few hours and I would have to pass gas a lot. My girlfriend wouldn't let me eat them before bed hahaha. There was never any pain involved, just gas. I know it was these doing it because we tested it over a few different days. I wouldn't eat the taffy some days and would be fine. All it took was a few pieces and an hour late the bubble guts would start.<br /><br />This information may be useful since its not on amazon. Sugar free does not = carb free. A 1 pound bag is 453g.<br /><br />From the manufacturer website:<br />ingredients: hydrogenated starch hydrolysate, partially hydrogenated soybean and/or coconut oil, acid combinations for flavor (citric acid and/or tartaric acid), egg albumin, salt, lecithin, sucralose, natural and artificial flavors, combinations of red 40, blue 1, blue 2, yellow 5, yellow6.<br /><br />Nutrition Facts<br />Serving Size (40g)<br /><br />Amount Per Serving<br />Calories  110  Cal from fat 20<br />  % Daily Value<br />Total Fat 2.5g  4%<br />Saturated Fat 0g  0%<br />Trans Fat 0g<br />Cholesterol 0mg  0%<br />Sodium  25mg  1%<br />Total Carbohydrate 28g  9%<br />Sugar 0g<br />Protein 0g	1	0
		A2DMS4Y2JQMR8P	This is the first oatmeal I ever really liked!!!!!	I know how healthy oatmeal is supposed to be for you, but I have never found a brand with a flavor much less a texture that I could ever tolerate. No matter how much I doctored it up, it was still slimy stuff with pieces of other stuff in it.<br />  I thought I would give it one more try, and lo and behold, this is the best oatmeal I have EVER EATEN in my ENTIRE LIFE. And I am in my 60's!!!! If you have ever had an aversion to oatmeal as I have, you WILL be able to eat this oatmeal.  Perhaps it is the mixture of the barley and dried fruit that does it.<br />  My first cup I tried straight up, and it was sweet and delightful.  Next cup I tried adding some brown sugar, but you know, I think it was a bit too sweet, and I decided it was just fine all on its own.<br />  The portion is large and very filling, it makes a satisfying breakfast.<br />Bottom line, I am hooked for life on this stuff.  Give it a try, you will not be disappointed. 8-)	0	0
		A1USXD2XVPP9WD	Just The Best	"I just love this coffee. It is very complex in tastes. I got a few through a trade and kept putting off ordering it. I would say it is a light/medium roast. I really hate dark chocolate but in this coffee it is amazing. The raspberry and dark chocolate are ""true"" in taste. I use sugar and cream/creamer and it is like a dessert without the calories. I don't want to be without it in my cupboard. Which is why I wish it were on subscribe and save program here on Amazon (hint)."	1	0
		A1RKCPYOCFTE0Y	Great food	"I feed my dogs Sojos as part of a mixed bowl of quality kibble and quality canned food.  I recommend Sojos.<br /><br />But I had a problem with the Amazon purchase.  Amazon stored the Sojos bag in the original mailing box Sojos sent them.  My order was picked from the shelf and the box containing the Sojos was placed in another box and mailed to me.  The bag of Sojos was almost one year old and there was no way Amazon kept track of that.  I got a refund from Amazon with no question and very quickly, but Amazon needs to keep control of the ""use-by"" dates of food they offer on their site."	8	0
		A246YIFE5M6M2C	My Favorite Switch Drink So Far, But I Haven't Tried the Grape Yet	My first impression on this particular drink when I first tasted it was that it reminded me of nothing that I had every tasted before. I actually really liked the taste of it. Unlike your typical sodas, this drink did not have the lingering carbonated fizz and I didn't get any disgusting soda burps after drinking it. You know the kind I mean, when you burp and anyone within 20 or 30 yards of you is running for fresh air. I also didn't get any real aftertaste when drinking it either.<br /><br />Now coming in at 8.3 ounces, the calories in this drink are reported at 135 calories per can. By comparison, a 12 ounce can of Pepsi comes in at 150 calories per can. So, on the calorie front I wouldn't say that there is much of a difference between this drink and Pepsi, although if you do the math, this drink would actually have more calories than Pepsi if you compared them in equal amounts. However, if you look at the list of ingredients in both, you can see where this product is far better for you than your traditional sodas, although obviously not as good for you as drinking an actual 100% pure fruit or vegetable juice.<br /><br />To put in plainly and succinctly, this is a really good tasting beverage and is definitely one I would consider drinking over the more traditional sodas that are currently available. However, the one primary detractor to this is the size of the can compared to the price.<br /><br />The one thing that I had not quite decided on whether it is a negative or a positive is the size of the can, which as I stated earlier comes in at 8.3 ounces compared to your traditional cans of soda that come in at 12 ounces. In addition to the size of the can, there is also the consideration of price, coming in at roughly $1.00 per can which is considerably more expensive than your average can of soda. Therefore, when you take the size of the product combined with the price, I would have to say that it is a definite negative, although this one tasted so good to me that I will definitely be purchasing this product.<br /><br />Shawn Kovacich<br />Creator of numerous books and DVD's.	0	0
		A1OKSCYVZRDNU8	Wonderful aroma!	When I opened the package a wonderful aroma was greeting me! This was the first time I experimented with Szechuan Peppercorns. They are not really peppercorns but husks. You have to dry roast them for a few minutes then grind them. I used them in a oil based marinade for my chicken dish...very yummy and pleasantly unusual. Delivery was fast and the peppercorns appear to be super fresh.	2	0
		A2XGVBSTZXCMZ9	Great taste, less sodium	The flavor of this natural sea salt is more nuanced and a bit richer than the typical table salt we're all accustomed to, although describing such subtleties is difficult.<br /><br />One noteworthy fact is that this salt contains less sodium than conventional table salt - 330mg per 1/4 teaspoon, versus 590mg per 1/4 teaspoon of conventional table salt.<br /><br />Another thing to keep in mind is that this natural salt is NOT iodized.  As our thyroid glands require trace amounts of iodine, it may not be wise to entirely eliminate iodized salt from your diet.	0	0
